PLAYER_ID,PLAYER_NAME,TEAM,GP,MPG,PPG,RPG,APG,SPG,BPG,TOV,FG_PCT,3P_PCT,FT_PCT,SEASON
1629216,Gabe Vincent,MIA,68,23.4,8.7,1.9,3.1,0.9,0.2,1.4,0.417,0.368,0.815,2021-22
1628221,Gabe York,IND,2,10.7,4.0,1.0,2.0,1.0,0.5,0.5,0.286,0.167,0.6,2021-22
1630466,Gabriel Deck,OKC,7,7.9,2.6,0.9,0.7,0.1,0.0,0.3,0.571,0.5,0.0,2021-22
1630994,Gabriel Lundberg,PHX,4,11.1,3.3,1.8,2.8,0.8,0.0,0.8,0.263,0.375,0.0,2021-22
202066,Garrett Temple,NOP,59,18.6,5.2,2.4,1.3,0.7,0.4,0.7,0.376,0.319,0.683,2021-22
1629726,Garrison Mathews,HOU,65,26.3,10.0,2.9,1.0,0.9,0.4,0.6,0.399,0.36,0.794,2021-22
1629109,Gary Clark,NOP,38,10.0,2.7,2.4,0.5,0.3,0.2,0.3,0.375,0.4,0.7,2021-22
203914,Gary Harris,ORL,61,28.4,11.1,2.0,1.8,1.0,0.1,1.0,0.434,0.384,0.874,2021-22
1627780,Gary Payton II,GSW,71,17.6,7.1,3.5,0.9,1.4,0.3,0.6,0.616,0.358,0.603,2021-22
1629018,Gary Trent Jr.,TOR,70,35.0,18.3,2.7,2.0,1.7,0.3,1.0,0.414,0.383,0.853,2021-22
201588,George Hill,MIL,54,23.2,6.2,2.9,2.2,0.8,0.1,0.8,0.429,0.306,0.919,2021-22
1628994,George King,DAL,4,4.8,0.3,1.3,0.0,0.0,0.0,0.3,0.0,0.0,0.5,2021-22
1627777,Georges Niang,PHI,76,22.8,9.2,2.7,1.3,0.4,0.2,0.8,0.437,0.403,0.881,2021-22
1630686,Georgios Kalaitzakis,OKC,13,16.4,6.6,1.6,0.9,0.8,0.2,1.5,0.463,0.385,0.467,2021-22
203507,Giannis Antetokounmpo,MIL,67,32.9,29.9,11.6,5.8,1.1,1.4,3.3,0.553,0.293,0.722,2021-22
1629048,Goga Bitadze,IND,50,14.6,7.0,3.5,1.1,0.4,0.8,0.9,0.52,0.288,0.681,2021-22
201609,Goran Dragic,BKN,21,23.7,7.5,3.1,4.1,0.9,0.2,1.6,0.377,0.254,0.818,2021-22
202330,Gordon Hayward,CHA,49,31.9,15.9,4.6,3.6,1.0,0.4,1.7,0.459,0.391,0.846,2021-22
203476,Gorgui Dieng,ATL,44,8.4,3.5,2.8,0.8,0.3,0.3,0.5,0.473,0.426,0.731,2021-22
1629684,Grant Williams,BOS,77,24.4,7.8,3.6,1.0,0.5,0.7,0.8,0.475,0.411,0.905,2021-22
1628960,Grayson Allen,MIL,66,27.3,11.1,3.4,1.5,0.7,0.3,0.7,0.448,0.409,0.865,2021-22
1630535,Greg Brown III,POR,48,13.3,4.7,2.8,0.7,0.5,0.5,0.8,0.426,0.311,0.677,2021-22
